"STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
1.00,5/11/1979 0:00:00,"1335","CST",43.00,"CULLMAN","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3400.00,8704.00,0.00,0.00,,1965.00
1.00,5/11/1979 0:00:00,"1540","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3334.00,8645.00,0.00,0.00,,1966.00
1.00,5/11/1979 0:00:00,"1740","CST",51.00,"ELMORE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"MT",,,3232.00,8554.00,0.00,0.00,,1967.00
1.00,5/11/1979 0:00:00,"1740","CST",51.00,"ELMORE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3232.00,8554.00,0.00,0.00,,1968.00
1.00,5/19/1979 0:00:00,"1430","CST",5.00,"BARBOUR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3156.00,8509.00,0.00,0.00,,1969.00
1.00,5/23/1979 0:00:00,"1240","CST",69.00,"HOUSTON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3114.00,8522.00,0.00,0.00,,1970.00
1.00,5/23/1979 0:00:00,"1250","CST",69.00,"HOUSTON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3100.00,8513.00,0.00,0.00,,1971.00
1.00,5/23/1979 0:00:00,"1310","CST",5.00,"BARBOUR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3153.00,8509.00,0.00,0.00,,1972.00
1.00,5/30/1979 0:00:00,"1730","CST",57.00,"FAYETTE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.30,50.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3339.00,8756.00,0.00,0.00,,1973.00
1.00,5/30/1979 0:00:00,"2000","CST",73.00,"JEFFERSON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,25.80,20.00,"1",0.00,0.00,1.00,250.00,"K",0.00,,,,,3327.00,8702.00,3341.00,8641.00,,1974.00
1.00,6/30/1979 0:00:00,"1700","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3053.00,8804.00,0.00,0.00,,1975.00
1.00,6/30/1979 0:00:00,"1855","CST",3.00,"BALDWIN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.30,17.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3027.00,8749.00,0.00,0.00,,1976.00
1.00,7/2/1979 0:00:00,"1300","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,"MT",,,3342.00,8636.00,0.00,0.00,,1977.00
1.00,7/2/1979 0:00:00,"1337","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"RY",,,3331.00,8649.00,0.00,0.00,,1978.00
1.00,7/3/1979 0:00:00,"1500","CST",73.00,"JEFFERSON","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,,,,3352.00,8725.00,0.00,0.00,,1979.00
1.00,7/3/1979 0:00:00,"1630","CST",15.00,"CALHOUN","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3349.00,8546.00,0.00,0.00,,1980.00
1.00,7/3/1979 0:00:00,"1630","CST",15.00,"CALHOUN","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3339.00,8550.00,0.00,0.00,,1981.00
1.00,7/3/1979 0:00:00,"1630","CST",15.00,"CALHOUN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3347.00,8546.00,0.00,0.00,,1982.00
1.00,7/3/1979 0:00:00,"1640","CST",35.00,"CONECUH","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3120.00,8711.00,0.00,0.00,,1983.00
1.00,7/5/1979 0:00:00,"1530","CST",69.00,"HOUSTON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.20,17.00,"0",0.00,0.00,0.00,250.00,"K",0.00,,,,,3112.00,8538.00,0.00,0.00,,1984.00
1.00,7/5/1979 0:00:00,"1930","CST",117.00,"SHELBY","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3314.00,8629.00,0.00,0.00,,1985.00
1.00,7/6/1979 0:00:00,"1715","CST",127.00,"WALKER","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3348.00,8657.00,0.00,0.00,,1986.00
1.00,7/9/1979 0:00:00,"1615","CST",33.00,"COLBERT","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3445.00,8740.00,0.00,0.00,,1987.00
1.00,7/11/1979 0:00:00,"1720","CST",39.00,"COVINGTON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,7.10,100.00,"2",0.00,0.00,4.00,0.25,"K",0.00,,,,,3124.00,8637.00,3129.00,8633.00,,1988.00
1.00,7/11/1979 0:00:00,"1830","CST",101.00,"MONTGOMERY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,3.00,"0",0.00,0.00,0.00,0.00,"K",0.00,,,,,3200.00,8629.00,0.00,0.00,,1989.00
1.00,7/13/1979 0:00:00,"1300","CST",31.00,"COFFEE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3127.00,8604.00,0.00,0.00,,1990.00
1.00,7/17/1979 0:00:00,"1640","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,10.00,"0",0.00,0.00,0.00,2.50,"K",0.00,,,,,3035.00,8805.00,0.00,0.00,,1991.00
1.00,7/18/1979 0:00:00,"1415","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3331.00,8649.00,0.00,0.00,,1992.00
1.00,8/6/1979 0:00:00,"1800","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3031.00,8801.00,0.00,0.00,,1993.00
1.00,8/8/1979 0:00:00,"1515","CST",101.00,"MONTGOMERY","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3225.00,8612.00,0.00,0.00,,1994.00
1.00,8/8/1979 0:00:00,"1600","CST",133.00,"WINSTON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3414.00,8737.00,0.00,0.00,,1995.00
1.00,8/8/1979 0:00:00,"1710","CST",107.00,"PICKENS","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"ATA",,,3323.00,8801.00,0.00,0.00,,1996.00
1.00,8/10/1979 0:00:00,"1340","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,52.00,0.00,0.00,0.00,,0.00,,"NG",,,3334.00,8645.00,0.00,0.00,,1997.00
1.00,8/26/1979 0:00:00,"1500","CST",5.00,"BARBOUR","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3153.00,8506.00,0.00,0.00,,1998.00
1.00,8/30/1979 0:00:00,"2000","CST",31.00,"COFFEE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3126.00,8604.00,0.00,0.00,,1999.00
1.00,9/13/1979 0:00:00,"0430","CST",65.00,"HALE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.00,17.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3142.00,8747.00,0.00,0.00,,2000.00
1.00,9/20/1979 0:00:00,"1630","CST",105.00,"PERRY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,3.00,27.00,"2",0.00,0.00,2.00,250.00,"K",0.00,,,,,3233.00,8719.00,3231.00,8717.00,,2001.00
1.00,10/4/1979 0:00:00,"1330","CST",5.00,"BARBOUR","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"ATA",,,3153.00,8509.00,0.00,0.00,,2002.00
1.00,10/31/1979 0:00:00,"1500","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"ATA",,,3024.00,8814.00,0.00,0.00,,2003.00
1.00,11/9/1979 0:00:00,"1343","CST",73.00,"JEFFERSON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.50,27.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3333.00,8645.00,0.00,0.00,,2004.00
1.00,11/25/1979 0:00:00,"0940","CST",25.00,"CLARKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,28.60,300.00,"2",0.00,0.00,2.00,250.00,"K",0.00,,,,,3137.00,8801.00,3200.00,8750.00,,2005.00
1.00,11/25/1979 0:00:00,"1100","CST",35.00,"CONECUH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,17.00,"0",0.00,0.00,0.00,2.50,"K",0.00,,,,,3116.00,8712.00,0.00,0.00,,2006.00
1.00,11/25/1979 0:00:00,"1120","CST",35.00,"CONECUH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,5.60,30.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3125.00,8702.00,3128.00,8706.00,,2007.00
1.00,11/25/1979 0:00:00,"1120","CST",131.00,"WILCOX","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"ATA",,,3206.00,8722.00,0.00,0.00,,2008.00
1.00,11/25/1979 0:00:00,"1130","CST",47.00,"DALLAS","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,50.00,"0",0.00,0.00,0.00,0.00,"K",0.00,,,,,3210.00,8655.00,0.00,0.00,,2009.00
1.00,11/25/1979 0:00:00,"1210","CST",13.00,"BUTLER","AL","TORNADO",0.00,,,,,0.00,,0.00,,,9.40,50.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3152.00,8640.00,3159.00,8635.00,,2010.00
1.00,11/25/1979 0:00:00,"1220","CST",85.00,"LOWNDES","AL","TORNADO",0.00,,,,,0.00,,0.00,,,13.50,50.00,"2",0.00,0.00,12.00,25.00,"K",0.00,,,,,3159.00,8635.00,3210.00,8630.00,,2011.00
1.00,11/25/1979 0:00:00,"1250","CST",101.00,"MONTGOMERY","AL","TORNADO",0.00,,,,,0.00,,0.00,,,8.30,150.00,"3",0.00,0.00,20.00,2.50,"M",0.00,,,,,3223.00,8615.00,3230.00,8614.00,,2012.00
1.00,11/25/1979 0:00:00,"1300","CST",51.00,"ELMORE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.90,150.00,"3",0.00,0.00,0.00,2.50,"M",0.00,,,,,3230.00,8614.00,3231.00,8613.00,,2013.00
1.00,11/25/1979 0:00:00,"1350","CST",51.00,"ELMORE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,1.90,60.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3243.00,8555.00,3244.00,8554.00,,2014.00
1.00,11/25/1979 0:00:00,"1350","CST",123.00,"TALLAPOOSA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3250.00,8545.00,0.00,0.00,,2015.00
1.00,11/25/1979 0:00:00,"1352","CST",123.00,"TALLAPOOSA","AL","TORNADO",0.00,,,,,0.00,,0.00,,,25.00,60.00,"2",0.00,0.00,2.00,250.00,"K",0.00,,,,,3244.00,8554.00,3304.00,8544.00,,2016.00
1.00,11/25/1979 0:00:00,"1600","CST",17.00,"CHAMBERS","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3254.00,8523.00,0.00,0.00,,2017.00
1.00,2/22/1980 0:00:00,"1955","CST",123.00,"TALLAPOOSA","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,200.00,0.00,0.00,0.00,,0.00,,,,,3256.00,8540.00,0.00,0.00,,2018.00
1.00,2/22/1980 0:00:00,"1959","CST",17.00,"CHAMBERS","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,75.00,0.00,0.00,0.00,,0.00,,"T",,,3254.00,8523.00,0.00,0.00,,2019.00
1.00,3/5/1980 0:00:00,"0920","CST",115.00,"ST. CLAIR","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,75.00,0.00,0.00,0.00,,0.00,,"NG",,,3339.00,8628.00,0.00,0.00,,2020.00
1.00,3/5/1980 0:00:00,"1400","CST",123.00,"TALLAPOOSA","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"MT",,,3257.00,8558.00,0.00,0.00,,2021.00
1.00,3/5/1980 0:00:00,"1430","CST",123.00,"TALLAPOOSA","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"MT",,,3248.00,8539.00,0.00,0.00,,2022.00
1.00,3/5/1980 0:00:00,"1450","CST",11.00,"BULLOCK","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3209.00,8545.00,0.00,0.00,,2023.00
1.00,3/7/1980 0:00:00,"1645","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3105.00,8816.00,0.00,0.00,,2024.00
1.00,3/7/1980 0:00:00,"1815","CST",53.00,"ESCAMBIA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3115.00,8704.00,0.00,0.00,,2025.00
1.00,3/7/1980 0:00:00,"1840","CST",97.00,"MOBILE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3036.00,8820.00,0.00,0.00,,2026.00
1.00,3/8/1980 0:00:00,"0630","CST",7.00,"BIBB","AL","TORNADO",0.00,,,,,0.00,,0.00,,,6.10,73.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3258.00,8705.00,3301.00,8700.00,,2027.00
1.00,3/8/1980 0:00:00,"0715","CST",117.00,"SHELBY","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"ATA",,,3305.00,8653.00,0.00,0.00,,2028.00
1.00,3/8/1980 0:00:00,"1145","CST",69.00,"HOUSTON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,16.00,40.00,"2",0.00,0.00,5.00,250.00,"K",0.00,,,,,3112.00,8538.00,3114.00,8522.00,,2029.00
1.00,3/8/1980 0:00:00,"1155","CST",45.00,"DALE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3107.00,8542.00,0.00,0.00,,2030.00
1.00,3/17/1980 0:00:00,"0950","CST",25.00,"CLARKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.20,50.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3142.00,8747.00,0.00,0.00,,2031.00
1.00,3/17/1980 0:00:00,"1015","CST",99.00,"MONROE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3131.00,8720.00,0.00,0.00,,2032.00
1.00,3/17/1980 0:00:00,"1300","CST",25.00,"CLARKE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.50,50.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3139.00,8742.00,0.00,0.00,,2033.00
1.00,3/17/1980 0:00:00,"1310","CST",31.00,"COFFEE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3123.00,8556.00,0.00,0.00,,2034.00
1.00,3/20/1980 0:00:00,"2045","CST",73.00,"JEFFERSON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,50.00,"1",0.00,0.00,0.00,0.00,"K",0.00,,,,,3325.00,8712.00,0.00,0.00,,2035.00
1.00,3/20/1980 0:00:00,"2100","CST",129.00,"WASHINGTON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3138.00,8819.00,0.00,0.00,,2036.00
1.00,3/20/1980 0:00:00,"2100","CST",25.00,"CLARKE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3145.00,8754.00,0.00,0.00,,2037.00
1.00,3/20/1980 0:00:00,"2105","CST",25.00,"CLARKE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3142.00,8747.00,0.00,0.00,,2038.00
1.00,3/20/1980 0:00:00,"2155","CST",121.00,"TALLADEGA","AL","TORNADO",0.00,,,,,0.00,,0.00,,,3.80,50.00,"2",0.00,0.00,6.00,250.00,"K",0.00,,,,,3310.00,8615.00,3312.00,8612.00,,2039.00
1.00,3/20/1980 0:00:00,"2300","CST",3.00,"BALDWIN","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,68.00,0.00,0.00,0.00,,0.00,,"NG",,,3022.00,8743.00,0.00,0.00,,2040.00
1.00,3/20/1980 0:00:00,"2330","CST",17.00,"CHAMBERS","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3254.00,8523.00,0.00,0.00,,2041.00
1.00,3/20/1980 0:00:00,"2340","CST",31.00,"COFFEE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3140.00,8604.00,0.00,0.00,,2042.00
1.00,4/3/1980 0:00:00,"1520","CST",121.00,"TALLADEGA","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3310.00,8615.00,0.00,0.00,,2043.00
1.00,4/3/1980 0:00:00,"1800","CST",61.00,"GENEVA","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"LCO",,,3102.00,8553.00,0.00,0.00,,2044.00
1.00,4/3/1980 0:00:00,"1815","CST",81.00,"LEE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3237.00,8528.00,0.00,0.00,,2045.00
1.00,4/11/1980 0:00:00,"1535","CST",97.00,"MOBILE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"NG",,,3049.00,8821.00,0.00,0.00,,2046.00
1.00,4/11/1980 0:00:00,"1615","CST",97.00,"MOBILE","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,75.00,0.00,0.00,0.00,,0.00,,"NG",,,3050.00,8803.00,0.00,0.00,,2047.00
1.00,4/12/1980 0:00:00,"0640","CST",39.00,"COVINGTON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3113.00,8615.00,0.00,0.00,,2048.00
1.00,4/12/1980 0:00:00,"0700","CST",61.00,"GENEVA","AL","TORNADO",0.00,,,,,0.00,,0.00,,,31.10,150.00,"2",0.00,0.00,1.00,250.00,"K",0.00,,,,,3102.00,8606.00,3107.00,8535.00,,2049.00
1.00,4/12/1980 0:00:00,"0730","CST",61.00,"GENEVA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3106.00,8542.00,0.00,0.00,,2050.00
1.00,4/12/1980 0:00:00,"0801","CST",29.00,"CLEBURNE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3114.00,8522.00,0.00,0.00,,2051.00
1.00,4/13/1980 0:00:00,"0958","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,50.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3053.00,8816.00,0.00,0.00,,2052.00
1.00,4/13/1980 0:00:00,"1008","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,17.00,"1",0.00,0.00,0.00,0.25,"K",0.00,,,,,3104.00,8802.00,0.00,0.00,,2053.00
1.00,4/13/1980 0:00:00,"1015","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.30,20.00,"1",0.00,0.00,0.00,2.50,"K",0.00,,,,,3041.00,8812.00,0.00,0.00,,2054.00
1.00,4/13/1980 0:00:00,"1200","CST",3.00,"BALDWIN","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,50.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3053.00,8747.00,0.00,0.00,,2055.00
1.00,4/13/1980 0:00:00,"1208","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,30.00,"1",0.00,0.00,0.00,25.00,"K",0.00,,,,,3042.00,8805.00,0.00,0.00,,2056.00
1.00,4/13/1980 0:00:00,"1330","CST",101.00,"MONTGOMERY","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3223.00,8618.00,0.00,0.00,,2057.00
1.00,4/13/1980 0:00:00,"1355","CST",27.00,"CLAY","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3307.00,8540.00,0.00,0.00,,2058.00
1.00,4/13/1980 0:00:00,"1430","CST",81.00,"LEE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,11.30,440.00,"2",0.00,0.00,13.00,2.50,"M",0.00,,,,,3236.00,8527.00,3241.00,8517.00,,2059.00
1.00,4/13/1980 0:00:00,"1448","CST",17.00,"CHAMBERS","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3244.00,8455.00,0.00,0.00,,2060.00
1.00,4/13/1980 0:00:00,"1450","CST",81.00,"LEE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3239.00,8522.00,0.00,0.00,,2061.00
1.00,4/13/1980 0:00:00,"1645","CST",61.00,"GENEVA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"MT",,,3106.00,8542.00,0.00,0.00,,2062.00
1.00,4/25/1980 0:00:00,"2145","CST",73.00,"JEFFERSON","AL","TORNADO",0.00,,,,,0.00,,0.00,,,6.20,100.00,"2",0.00,0.00,0.00,250.00,"K",0.00,,,,,3320.00,8657.00,3325.00,8655.00,,2063.00
1.00,4/25/1980 0:00:00,"2205","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3324.00,8651.00,0.00,0.00,,2064.00
1.00,4/25/1980 0:00:00,"2230","CST",47.00,"DALLAS","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"T",,,3227.00,8712.00,0.00,0.00,,2065.00
1.00,4/26/1980 0:00:00,"2245","CST",27.00,"CLAY","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,100.00,0.00,0.00,0.00,,0.00,,"ATA",,,3319.00,8545.00,0.00,0.00,,2066.00
1.00,4/27/1980 0:00:00,"0005","CST",55.00,"ETOWAH","AL","TORNADO",0.00,,,,,0.00,,0.00,,,3.80,100.00,"2",0.00,0.00,0.00,25.00,"K",0.00,,,,,3405.00,8610.00,3407.00,8607.00,,2067.00
1.00,4/27/1980 0:00:00,"0005","CST",55.00,"ETOWAH","AL","HAIL",0.00,,,,,0.00,,0.00,,,0.00,0.00,,175.00,0.00,0.00,0.00,,0.00,,"ATA",,,3405.00,8610.00,0.00,0.00,,2068.00
1.00,5/7/1980 0:00:00,"1600","CST",77.00,"LAUDERDALE","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"NG",,,3455.00,8804.00,0.00,0.00,,2069.00
1.00,5/8/1980 0:00:00,"1630","CST",53.00,"ESCAMBIA","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"ATA",,,3102.00,8730.00,0.00,0.00,,2070.00
1.00,5/15/1980 0:00:00,"1950","CST",97.00,"MOBILE","AL","TORNADO",0.00,,,,,0.00,,0.00,,,0.10,10.00,"0",0.00,0.00,0.00,2.50,"K",0.00,,,,,3024.00,8814.00,0.00,0.00,,2071.00
1.00,5/16/1980 0:00:00,"1630","CST",73.00,"JEFFERSON","AL","TSTM WIND",0.00,,,,,0.00,,0.00,,,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,"ATA",,,3331.00,8649.00,0.00,0.00,,2072.00
